StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,netted,"treatment_1 ",Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,treatment_2,Q1_2,Q2_2,Q3_2,Q4_2,Q5_2,Q6_2,Q7_2,Q8_2,Q9_2,Q10_2,"treatment_3 ",Q1_3,Q2_3,Q3_3,Q4_3,Q5_3,Q6_3,Q7_3,Q8_3,Q9_3,Q10_3,treatment_4,Q1_4,Q2_4,Q3_4,Q4_4,Q5_4,Q6_4,Q7_4,Q8_4,Q9_4,Q10_4
2024-03-22 20:10:03,2024-03-22 22:34:41,IP Address,66.219.236.186,100,8678,True,2024-03-22 22:34:42,R_2VdxoOLG6xnXUrj,,,,,40.2584,-111.6591,anonymous,EN,carleymp,,,,,,,,,,,,,,,,,,,,,,,"the person in the top right is a male with brown hair, a very white smile, facial hair, and a dark long sleeved shirt buttoned all the way up!",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to understand the operation of economic rules (rationality) and the power to appreciate the force of moral arguments (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he and Rawls both favor historical principles, while Mill favors a pattered principle.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-22 22:55:38,2024-03-22 23:00:23,IP Address,136.36.101.17,100,284,True,2024-03-22 23:00:23,R_7Cfjg0iJMfXamK1,,,,,40.2584,-111.6591,anonymous,EN,hartmc11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,Justice in rights,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Mill would support free expression, but only if it wasn’t harmful to the feelings of other groups. Rawls would support free expression in all cases."
2024-03-22 18:39:09,2024-03-22 23:39:52,IP Address,136.36.49.152,100,18043,True,2024-03-22 23:39:53,R_2rHewwJA3BLatFy,,,,,40.2584,-111.6591,anonymous,EN,gballock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid black,Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-23 10:40:14,2024-03-23 10:57:55,IP Address,136.36.47.73,100,1060,True,2024-03-23 10:57:56,R_2F3TFn1414yG1IF,,,,,40.2329,-111.6688,anonymous,EN,lizadapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form plans with others (reasonability) and the power to communicate those plans to other agents (rationality),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-23 10:39:27,2024-03-23 11:06:21,IP Address,136.36.105.189,100,1614,True,2024-03-23 11:06:22,R_1iV9IjBhWnr4Nft,,,,,40.2342,-111.6442,anonymous,EN,lukeoj,,,,,,,,,,,,"That is Dr. Ryan Davis, a friend of the Sorensens",Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-23 11:06:15,2024-03-23 11:14:15,IP Address,172.59.153.253,100,480,True,2024-03-23 11:14:16,R_5lzaND0Es1HtjjF,,,,,40.6566,-111.8907,anonymous,EN,Speth5,,,,,,,,,,,,Dr Davis,Justice in holdings,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,
2024-03-23 12:34:20,2024-03-23 12:59:26,IP Address,172.59.153.98,100,1505,True,2024-03-23 12:59:26,R_2v82ENMWKVrHIXT,,,,,40.6566,-111.8907,anonymous,EN,Hdahl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black nike tee,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice."
2024-03-22 09:37:09,2024-03-23 13:34:08,IP Address,128.187.116.10,100,100619,True,2024-03-23 13:34:09,R_5JydhaP5nd728ut,,,,,40.2342,-111.6442,anonymous,EN,jaynecon,,,,,,,,,,,,,,,,,,,,,,,"black hari, black shirt, smiling with arms crossed",Justice in distribution,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,
2024-03-23 11:30:40,2024-03-23 14:10:43,IP Address,192.34.255.222,100,9603,True,2024-03-23 14:10:44,R_7LU4g6qHaZ9uFVf,,,,,40.6982,-111.841,anonymous,EN,Burrell,,,,,,,,,,,,,,,,,,,,,,,"Snazzy, mustache, blue shirt, smiley",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own the means of production.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-22 11:06:49,2024-03-23 14:32:05,IP Address,128.187.116.21,100,98715,True,2024-03-23 14:32:06,R_2kYLlVK7LpSITTP,,,,,40.2342,-111.6442,anonymous,EN,richaluk,,,,,,,,,,,,,,,,,,,,,,,Caucasian,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-23 14:39:10,2024-03-23 14:53:55,IP Address,66.7.118.27,100,884,True,2024-03-23 14:53:55,R_2TtSC4bI64Z79Ip,,,,,40.2584,-111.6591,anonymous,EN,dtj27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"grey, like a wet stone",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-23 15:45:18,2024-03-23 15:48:14,IP Address,136.36.201.26,100,176,True,2024-03-23 15:48:15,R_6RaJASPQI19BlOg,,,,,40.2329,-111.6688,anonymous,EN,cpope45,jesus,Justice in holdings,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he, Rawls, and Mill would all agree on historical principles, though they would disagree on exactly which principle should be selected.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23 15:46:17,2024-03-23 15:58:30,IP Address,128.187.116.3,100,732,True,2024-03-23 15:58:31,R_2j0keALRUkSiZ7b,,,,,40.2342,-111.6442,anonymous,EN,nmh2021,,,,,,,,,,,,Professor Davis,Justice in holdings,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to understand the operation of economic rules (rationality) and the power to appreciate the force of moral arguments (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,None of the above.,Pure procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-23 16:33:30,2024-03-23 16:38:21,IP Address,136.36.179.9,100,290,True,2024-03-23 16:38:22,R_7sayxTWsCB7QyMx,,,,,40.2584,-111.6591,anonymous,EN,rbb78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am wearing a light blue sweatshirt,Justice in holdings,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases."
2024-03-23 16:58:01,2024-03-23 17:09:05,IP Address,128.187.116.28,100,663,True,2024-03-23 17:09:06,R_1oQFWme84yoo06L,,,,,40.2342,-111.6442,anonymous,EN,281281983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forest green,Justice in distribution,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a historical principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Pure procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases."
2024-03-23 19:06:27,2024-03-23 19:13:48,IP Address,69.27.15.134,100,440,True,2024-03-23 19:13:49,R_2s5hdKYfPcpXAzB,,,,,40.2783,-111.7198,anonymous,EN,alliemw0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form plans with others (reasonability) and the power to communicate those plans to other agents (rationality),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Pure procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases."
2024-03-23 17:45:52,2024-03-23 21:06:03,IP Address,107.77.227.150,100,12010,True,2024-03-23 21:06:03,R_6qUsMT1PHdp3vpu,,,,,34.0706,-117.9393,anonymous,EN,calebr21,,,,,,,,,,,,,,,,,,,,,,,"white male, mid 30s, dark blue button up long sleeve, black combover haircut, slight gruff beard",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,
2024-03-23 22:50:49,2024-03-23 23:11:43,IP Address,192.34.255.222,100,1253,True,2024-03-23 23:11:43,R_7hzqyRYjDh1Mxs6,,,,,40.6982,-111.841,anonymous,EN,krskid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it's white with pink and green flowers on it.,Justice in holdings,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-23 23:08:17,2024-03-23 23:14:02,IP Address,192.34.255.222,100,344,True,2024-03-23 23:14:02,R_32P4Bz2SBmYyg8x,,,,,40.6982,-111.841,anonymous,EN,lilrob22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heathered grey,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases."
2024-03-24 08:36:07,2024-03-24 08:50:48,IP Address,136.36.37.78,100,880,True,2024-03-24 08:50:48,R_5D1RjcbNRgKKAQF,,,,,40.2584,-111.6591,anonymous,EN,phr23,,,,,,,,,,,,,,,,,,,,,,,"Sorry I don't know what you're looking for? He has black hair, a mustache, and thick eyebrows.",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,
2024-03-24 14:54:00,2024-03-24 15:06:22,IP Address,73.228.70.187,100,741,True,2024-03-24 15:06:22,R_3nNRsICugXeP46X,,,,,40.3495,-111.8998,anonymous,EN,ande560,,,,,,,,,,,,"Ryan Davis, my philosophy professor",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-24 15:15:12,2024-03-24 15:40:58,IP Address,73.52.151.178,100,1546,True,2024-03-24 15:40:59,R_2RO4TIUX8vsyCiZ,,,,,40.6571,-111.8343,anonymous,EN,rrice5,,,,,,,,,,,,"Dr. Davis ",Justice in distribution,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-24 15:31:01,2024-03-24 15:55:33,IP Address,67.163.85.188,100,1472,True,2024-03-24 15:55:34,R_3IGx8HHjyoyX41p,,,,,40.3969,-111.7919,anonymous,EN,tancan23,,,,,,,,,,,,,,,,,,,,,,,"White male that is smiling. He has dark hair and a dark shirt. Some facial hair. ",Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to understand the operation of economic rules (rationality) and the power to appreciate the force of moral arguments (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-24 13:34:21,2024-03-24 16:00:54,IP Address,174.52.94.251,100,8793,True,2024-03-24 16:00:55,R_5dRjhcR6s9IBVQL,,,,,40.3969,-111.7919,anonymous,EN,devindv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White person, dark hair, black shirt, light facial hair. ",Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to understand the operation of economic rules (rationality) and the power to appreciate the force of moral arguments (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-22 10:24:03,2024-03-24 17:34:12,IP Address,66.219.235.40,100,198609,True,2024-03-24 17:34:13,R_1Ea2xITwDHzpPQw,,,,,40.2342,-111.6442,anonymous,EN,rly14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white with blue sleeves,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases."
2024-03-24 19:25:28,2024-03-24 19:38:51,IP Address,192.34.255.222,100,802,True,2024-03-24 19:38:52,R_32QhMdUCXvaKVOz,,,,,40.6982,-111.841,anonymous,EN,ksquire0,,,,,,,,,,,,,,,,,,,,,,,"A man, with a beard and a black button down shirt.",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a historical principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-24 20:14:16,2024-03-24 20:23:01,IP Address,192.34.255.222,100,524,True,2024-03-24 20:23:01,R_7lRXFrZH7gLhMVe,,,,,40.6982,-111.841,anonymous,EN,cjcrump,,,,,,,,,,,,,,,,,,,,,,,white male with brown hair and a beard wearing a button up shirt,Justice in distribution,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form plans with others (reasonability) and the power to communicate those plans to other agents (rationality),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,None of the above.,Perfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-24 21:15:00,2024-03-24 21:31:10,IP Address,172.59.153.56,100,970,True,2024-03-24 21:31:11,R_1OlDVUNZbF4uvkR,,,,,40.6566,-111.8907,anonymous,EN,efarwell,,,,,,,,,,,,"that's professor davis! he's wearing an orange/red tie. ",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Pure procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties must be privately funded to prevent the state from acquiring too much political power, but Mill would probably say that whether political parties’ funding should support the least advantaged group.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Mill would support free expression, but only if it wasn’t harmful to the feelings of other groups. Rawls would support free expression in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-24 22:02:58,2024-03-24 22:23:52,IP Address,66.219.236.186,100,1254,True,2024-03-24 22:23:53,R_2uEor61e00V5MCB,,,,,40.2584,-111.6591,anonymous,EN,augustq,,,,,,,,,,,,,,,,,,,,,,,"White guy, brown hair, side part, black shirt, smile",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Mill would support free expression, but only if it wasn’t harmful to the feelings of other groups. Rawls would support free expression in all cases.",,,,,,,,,,,
